RTSA-04-RS-PAE-CGO_SW-226 172.16.186.51 0
RTSA-01-RS-PAE-VOZ_SW-224 172.16.184.132 0
SWAC-05-SP-SPO-BRF 10.255.3.4 33
SWAC-01-SP-SPO-NVA 10.255.3.40 101
RTSA-02-SP-SPO-GCO 172.31.111.211 0
SWAC-03-RS-PAE-HMT 172.16.58.91 0
RTSA-02-SP-SPO-PDM 10.255.3.68 83
SWAC-01-RS-POI-TEL-POI 172.16.186.155 1
rtsa-01-sp-spo-brf 10.255.3.3 11
RTSA-03-RS-PAE-CGO 172.16.61.74 0
SWAC-06-SP-SPO-GMM 10.255.3.39 75
SW-STE-01-CR-X670-001 10.150.109.3 0
RTSA-01-RS-CAN-CSU-AIRSW-197 172.16.5.157 1
RTSA-03-RS-PAE-STC 172.16.184.227 0
RJ.RJO.RB1.SW.EX.004 10.255.4.4 3
RTSA-02-RS-PAE-CGO 172.16.9.252 3
RTSA-02-SP-SPO-CAT 10.255.3.42 64
RTSA-01-SP-DTC-TVT3-POI 172.24.23.94 0
SWAC-13-RS-PAE-STC 172.16.187.187 0
RTSA-01-SP-POI-CTBC-POI 10.255.3.56 4
RTSA-01-SP-SPO-CSL 10.255.3.37 42
RTSA-01-SP-DTC-MTX-POI 10.255.3.26 35
SWAC-ISP-01-RS-PAE-JOA 172.16.9.222 0
RTSA-01-SP-DTC-TMK-POI 10.255.3.57 13
RTSA-01-RS-POI-LV3-POI 172.16.0.109 1
RTSA-01-SP-SPO-ACL 10.255.3.58 18
RTSA-02-PAE-STC 172.16.184.91 2
RTSA-01-RS-PAE-PTS 172.16.172.52 0
SWAC-02-SP-SPO-TTP 10.255.3.84 17
RTSA-01-SP-SPO-BRX 10.255.3.54 11
RTSA-01-RS-CHN-CHN 172.16.179.178 0
rtsa-01-sp-grs-gru 10.255.3.67 14
RJ.RJO.CPG.SW.EX.003 10.255.4.3 0
RTSA-03-SP-CAS-CAS 10.255.3.59 8
RTSA-01-RS-EIO-EST 172.16.153.123 0
RTSA-02-SP-OCO-OCO 10.255.3.126 4
RTSA-01-SP-SPO-AIR 10.255.3.35 25
RTSA-01-SP-SPO-VLO 10.255.3.137 0
RTSA-01-RS-DSR-DOI 172.16.14.67 2
SWAC-01-SP-SPO-PJD 10.255.3.141 2
RJ.RJO.ALG2.SW.EX.005 10.255.4.5 2
RTSA-01-SP-SPO-VGE 10.255.3.38 28
BA.SDR.CDA.SW.EX.147 10.255.147.0 3
RTSA-01-RS-PAE-RNP-POI-SW525 10.255.0.23 3
SWAC-05-SP-SPO-BSA 10.255.3.83 15
RTSA-02-SP-SCN-SCS 10.255.3.78 16
RJ.RJO.TVT.SW.EX.012 10.255.4.12 5
RTSA-02-SP-DTC-LV3-POI 10.255.0.92 0
SWAC-06-SP-SPO-VCR 10.255.3.132 3
RTSA-03-RS-PAS-PA2-DC1 172.16.103.218 0
RTSA-01-SP-CJR-POL 10.255.3.22 1
CUV-Z07-01-CR-X670-001 10.150.109.6 0
RTSA-01-SP-POI-OI-POI 10.255.3.105 13
SWAC-01-RS-PAE-IDC 172.16.187.82 0
RJ.RJO.LV3.SW.EX.011 10.255.4.11 1
RTSA-04-RS-PAE-STC 172.16.249.90 0
SWAC-03-SP-IAQ-ITQ 10.255.3.131 7
RJ.RJO.ALG1.SW.EX.010 10.255.4.10 6
BA.SDR.CDA.SW.EX.2 10.255.5.2 1
SLA-BVT-01-CR-X670-001 10.150.109.5 0
VPN-IND-01-CR-X670-48x-001 10.150.109.2 0
RTSA-01-SP-SPO-PDM 10.255.3.19 1
SWAC-01-RS-PAE-CGO 172.16.186.154 0
RTSA-02-PR-CTA-VQM_AIRSW-457 172.22.0.2 0
RTSA-01-RS-PMB-PMI 172.16.127.242 0
RTSA-01-RS-LJO-LJO 172.16.142.61 1
SWAC-14-RS-PAE-STC 172.16.249.138 0
SWAC-01-RS-IJU-ISU 172.16.152.66 0
RJ.RJO.PLC.SW.EX.006 10.255.4.6 3
RTSA-01-RS-FRL-FAR 172.16.15.66 1
RJ.RJO.CIT.SW.EX.007 10.255.4.7 1
RTSA-01-SP-SPO-TRT 10.255.3.79 28
RTSA-01-SP-DTC-ODT-POI 10.255.3.104 0
RJ.RJO.DHC.SW.EX.028 10.255.4.28 0
RTSA-01-RS.SCR.GAN 172.16.81.139 0
AIRSW-052 172.16.2.10 0
SWAC-07-SP-SPO-PDM 10.255.3.86 0
RJ.RJO.CIV.SW.EX.021 10.255.4.21 1
RTSA-01-RS-BGV-BGO-AIRSW-577 172.16.129.170 0
RTSA-01-GTI-GVI 172.16.62.59 0
SWAC-04-SP-STS-STS 10.255.3.2 4
RTSA-01-SP-SPO-TTP 10.255.3.43 0
RTSA-01-RS-PAE-POL 172.16.8.138 0
RTSA-01-SP-SPO-PPH 10.255.3.80 3
rtsa-01-mg-mcl-mcl 10.150.109.8 0
RTSA-01-RS.SMA.JMS-AIRSW-552 172.16.205.178 0
RTSA-01-RS-NVSR-NSR 172.16.113.58 0
RJ.RJO.SCT.SW.EX.023 10.255.4.23 0
RTSA-01-RS-DDO-GM2 172.16.117.138 failure
RTSA-01-SP-SPO-CAT 10.255.3.139 0
RTSA-01-SP-POI-TIG-POI 10.255.3.87 2
RTSA-01-SP-DTC-LCW-POI 10.255.3.70 0
RTPE-01-SP-SPO-VRAO 172.24.166.6 0
RTSA-01-SCR-SCL 172.16.81.154 0
RJ.RJO.ANC.SW.EX.029 10.255.4.29 0
RTSA-06-PAE-STC 172.16.0.90 0
RTSA-01-RS-IJI-ISU 172.16.152.114 0
RTSA-01-RS-CCR-CC1 172.16.78.162 0
RTSA-01-SP-POI-NEX-POI 10.255.3.49 0
RTSA-01-SP-SPO-MOO 10.255.3.1 0
RTSA-01-RS-MGO-MNG 172.16.104.122 0
RTSA-01-RS-TRF-TRF 172.16.236.74 0
SWAC-01-RS-PAE-FLR 172.16.4.178 0
SWAC-08-SP-SPO-PDM 10.255.3.113 0
RTSA-01-RS-OSR-OSR 172.16.12.91 3
SWAC-01-SP-DTC-EQ1-POI 10.255.3.8 6
RTSA-02-RS-SAN-SMA 172.16.180.52 0
RTSA-01-RS-IJH-IJH_SW-186 172.16.20.50 0
RTSA-01-RS-VAO-VM2 172.16.225.138 0
RTSA-01-RS-CEN-CA2 172.16.83.58 failure
RJ.RJO.ARZ.SW.EX.030 10.255.4.30 failure
RTSA-01-SP-SPO-NVA 10.255.3.20 1
swac-04-rs-tri-tdi 172.16.222.146 0
SWAC-03-RS-SRO-SRO 172.16.213.58 0
SWAC-02-SP-CAS-CAS 10.255.3.88 0
RJ.RJO.FLA.SW.EX.027 10.255.4.27 0
RTSA-02-SC-PAC-GAL_SW-422 172.20.0.2 0
RTSA-01-SP-RPO-SLM 10.255.3.17 0
RTPE-01-SP-SPO-BRF 172.24.138.157 0
RTSA-01-RS-VAA-VCA 172.16.92.58 0
SWAC-01-SP-DDA-DDA 10.255.3.91 0
RTSA-01-RS-SIV-SIV 172.16.203.98 0
RJ.RJO.ALG1.SW.EX.015 10.255.4.15 1
RTSA-02-SP-CAS-CAS 10.255.3.11 0
RTSA-01-RS-TUN-HMO 172.16.22.210 0
PLO-MAG-01-CR-X670-48x-001 10.150.109.4 0
RJ.RJO.MEN.SW.EX.018 10.255.4.18 1
SWAC-01-RS-PAE-HMT 172.17.25.66 0
RJ.RJO.TLP.SW.EX.013 10.255.4.13 0
