172.16.186.51 RTSA-04-RS-PAE-CGO_SW-226 649 579 
172.16.184.132 RTSA-01-RS-PAE-VOZ_SW-224 635 582 
10.255.3.4 SWAC-05-SP-SPO-BRF 231 228 
10.255.3.40 SWAC-01-SP-SPO-NVA 44 39 
172.31.111.211 RTSA-02-SP-SPO-GCO 0 0 
172.16.58.91 SWAC-03-RS-PAE-HMT 158 116 
10.255.3.68 RTSA-02-SP-SPO-PDM 79 67 
172.16.186.155 SWAC-01-RS-POI-TEL-POI 165 120 
10.255.3.3 rtsa-01-sp-spo-brf 16 12 
172.16.61.74 RTSA-03-RS-PAE-CGO 129 115 
10.255.3.39 SWAC-06-SP-SPO-GMM 52 45 
10.150.109.3 SW-STE-01-CR-X670-001 22 21 
172.16.5.157 RTSA-01-RS-CAN-CSU-AIRSW-197 137 129 
172.16.184.227 RTSA-03-RS-PAE-STC 136 126 
10.255.4.4 RJ.RJO.RB1.SW.EX.004 115 110 
172.16.9.252 RTSA-02-RS-PAE-CGO 119 103 
10.255.3.42 RTSA-02-SP-SPO-CAT 48 45 
172.24.23.94 RTSA-01-SP-DTC-TVT3-POI 108 0 
172.16.187.187 SWAC-13-RS-PAE-STC 41 40 
10.255.3.56 RTSA-01-SP-POI-CTBC-POI 91 89 
10.255.3.37 RTSA-01-SP-SPO-CSL 51 45 
10.255.3.26 RTSA-01-SP-DTC-MTX-POI 38 18 
172.16.9.222 SWAC-ISP-01-RS-PAE-JOA 98 88 
10.255.3.57 RTSA-01-SP-DTC-TMK-POI 78 74 
172.16.0.109 RTSA-01-RS-POI-LV3-POI 95 85 
10.255.3.58 RTSA-01-SP-SPO-ACL 58 36 
172.16.184.91 RTSA-02-PAE-STC 65 45 
172.16.172.52 RTSA-01-RS-PAE-PTS 81 76 
10.255.3.84 SWAC-02-SP-SPO-TTP 50 26 
10.255.3.54 RTSA-01-SP-SPO-BRX 59 51 
172.16.179.178 RTSA-01-RS-CHN-CHN 82 78 
10.255.3.67 rtsa-01-sp-grs-gru 62 54 
10.255.4.3 RJ.RJO.CPG.SW.EX.003 71 43 
10.255.3.59 RTSA-03-SP-CAS-CAS 51 33 
172.16.153.123 RTSA-01-RS-EIO-EST 73 61 
10.255.3.126 RTSA-02-SP-OCO-OCO 57 45 
10.255.3.35 RTSA-01-SP-SPO-AIR 32 27 
10.255.3.137 RTSA-01-SP-SPO-VLO 28 14 
172.16.14.67 RTSA-01-RS-DSR-DOI 64 49 
10.255.3.141 SWAC-01-SP-SPO-PJD 52 43 
10.255.4.5 RJ.RJO.ALG2.SW.EX.005 56 49 
10.255.3.38 RTSA-01-SP-SPO-VGE 28 24 
10.255.147.0 BA.SDR.CDA.SW.EX.147 49 39 
10.255.0.23 RTSA-01-RS-PAE-RNP-POI-SW525 54 44 
10.255.3.83 SWAC-05-SP-SPO-BSA 30 26 
10.255.3.78 RTSA-02-SP-SCN-SCS 34 24 
10.255.4.12 RJ.RJO.TVT.SW.EX.012 47 39 
10.255.0.92 RTSA-02-SP-DTC-LV3-POI 40 22 
10.255.3.132 SWAC-06-SP-SPO-VCR 41 38 
172.16.103.218 RTSA-03-RS-PAS-PA2-DC1 50 45 
10.255.3.22 RTSA-01-SP-CJR-POL 37 24 
10.150.109.6 CUV-Z07-01-CR-X670-001 9 9 
10.255.3.105 RTSA-01-SP-POI-OI-POI 36 30 
172.16.187.82 SWAC-01-RS-PAE-IDC 10 9 
10.255.4.11 RJ.RJO.LV3.SW.EX.011 33 29 
172.16.249.90 RTSA-04-RS-PAE-STC 41 30 
10.255.3.131 SWAC-03-SP-IAQ-ITQ 30 25 
10.255.4.10 RJ.RJO.ALG1.SW.EX.010 34 29 
10.255.5.2 BA.SDR.CDA.SW.EX.2 41 38 
10.150.109.5 SLA-BVT-01-CR-X670-001 10 9 
10.150.109.2 VPN-IND-01-CR-X670-48x-001 0 0 
10.255.3.19 RTSA-01-SP-SPO-PDM 37 28 
172.16.186.154 SWAC-01-RS-PAE-CGO 40 32 
172.22.0.2 RTSA-02-PR-CTA-VQM_AIRSW-457 35 18 
172.16.127.242 RTSA-01-RS-PMB-PMI 38 29 
172.16.142.61 RTSA-01-RS-LJO-LJO 37 33 
172.16.249.138 SWAC-14-RS-PAE-STC 38 28 
172.16.152.66 SWAC-01-RS-IJU-ISU 36 26 
10.255.4.6 RJ.RJO.PLC.SW.EX.006 34 28 
172.16.15.66 RTSA-01-RS-FRL-FAR 35 27 
10.255.4.7 RJ.RJO.CIT.SW.EX.007 29 22 
10.255.3.79 RTSA-01-SP-SPO-TRT 4 4 
10.255.3.104 RTSA-01-SP-DTC-ODT-POI 35 27 
10.255.4.28 RJ.RJO.DHC.SW.EX.028 30 29 
172.16.81.139 RTSA-01-RS.SCR.GAN 30 29 
172.16.2.10 AIRSW-052 32 7 
10.255.3.86 SWAC-07-SP-SPO-PDM 31 12 
10.255.4.21 RJ.RJO.CIV.SW.EX.021 28 24 
172.16.129.170 RTSA-01-RS-BGV-BGO-AIRSW-577 30 22 
172.16.62.59 RTSA-01-GTI-GVI 31 21 
10.255.3.2 SWAC-04-SP-STS-STS 17 7 
10.255.3.43 RTSA-01-SP-SPO-TTP 28 8 
172.16.8.138 RTSA-01-RS-PAE-POL 26 22 
10.255.3.80 RTSA-01-SP-SPO-PPH 4 1 
10.150.109.8 rtsa-01-mg-mcl-mcl 7 6 
172.16.205.178 RTSA-01-RS.SMA.JMS-AIRSW-552 24 19 
172.16.113.58 RTSA-01-RS-NVSR-NSR 29 28 
10.255.4.23 RJ.RJO.SCT.SW.EX.023 15 12 
172.16.117.138 RTSA-01-RS-DDO-GM2 25 19 
10.255.3.139 RTSA-01-SP-SPO-CAT 18 3 
10.255.3.87 RTSA-01-SP-POI-TIG-POI 22 16 
10.255.3.70 RTSA-01-SP-DTC-LCW-POI 21 1 
172.24.166.6 RTPE-01-SP-SPO-VRAO 7 3 
172.16.81.154 RTSA-01-SCR-SCL 20 17 
10.255.4.29 RJ.RJO.ANC.SW.EX.029 23 18 
172.16.0.90 RTSA-06-PAE-STC 23 17 
172.16.152.114 RTSA-01-RS-IJI-ISU 24 22 
172.16.78.162 RTSA-01-RS-CCR-CC1 20 17 
10.255.3.49 RTSA-01-SP-POI-NEX-POI 23 10 
10.255.3.1 RTSA-01-SP-SPO-MOO 18 16 
172.16.104.122 RTSA-01-RS-MGO-MNG 21 12 
172.16.236.74 RTSA-01-RS-TRF-TRF 22 20 
172.16.4.178 SWAC-01-RS-PAE-FLR 25 17 
10.255.3.113 SWAC-08-SP-SPO-PDM 16 7 
172.16.12.91 RTSA-01-RS-OSR-OSR 19 17 
10.255.3.8 SWAC-01-SP-DTC-EQ1-POI 12 7 
172.16.180.52 RTSA-02-RS-SAN-SMA 21 20 
172.16.20.50 RTSA-01-RS-IJH-IJH_SW-186 20 6 
172.16.225.138 RTSA-01-RS-VAO-VM2 21 20 
172.16.83.58 RTSA-01-RS-CEN-CA2 21 19 
10.255.4.30 RJ.RJO.ARZ.SW.EX.030 20 14 
10.255.3.20 RTSA-01-SP-SPO-NVA 16 15 
172.16.222.146 swac-04-rs-tri-tdi 20 12 
172.16.213.58 SWAC-03-RS-SRO-SRO 20 16 
10.255.3.88 SWAC-02-SP-CAS-CAS 18 10 
10.255.4.27 RJ.RJO.FLA.SW.EX.027 18 15 
172.20.0.2 RTSA-02-SC-PAC-GAL_SW-422 11 9 
10.255.3.17 RTSA-01-SP-RPO-SLM 18 8 
172.24.138.157 RTPE-01-SP-SPO-BRF 7 7 
172.16.92.58 RTSA-01-RS-VAA-VCA 18 14 
10.255.3.91 SWAC-01-SP-DDA-DDA 19 11 
172.16.203.98 RTSA-01-RS-SIV-SIV 18 13 
10.255.4.15 RJ.RJO.ALG1.SW.EX.015 18 12 
10.255.3.11 RTSA-02-SP-CAS-CAS 16 13 
172.16.22.210 RTSA-01-RS-TUN-HMO 15 9 
10.150.109.4 PLO-MAG-01-CR-X670-48x-001 4 4 
10.255.4.18 RJ.RJO.MEN.SW.EX.018 8 6 
172.17.25.66 SWAC-01-RS-PAE-HMT 16 12 
10.255.4.13 RJ.RJO.TLP.SW.EX.013 18 15 
10.255.3.147 SWAC-01-SP-OCO-OCO 12 11 
172.16.69.91 SWAC-01-RS-KDK-CCA 13 11 
10.255.3.9 RTSA-01-SP-SPO-STN 9 7 
10.255.3.135 rtsa-02-sp-mmm-jos 11 5 
172.16.232.58 RTSA-01-RS-SGB-PFO 14 9 
10.255.3.92 RTSA-01-SP-MMM-JOS 14 10 
172.16.155.194 RTSA-01-RS.SEE.SPE 13 12 
10.255.3.122 RTSA-03-SP-DTC-EQ2-POI 7 3 
172.16.181.130 RTSA-01-RS-BPR-BMP 13 9 
10.255.3.50 SWAC-01-SP-DTC-ACT-POI 13 7 
10.255.3.33 RTSA-01-SP-SPO-POA 5 4 
172.17.4.58 RTSA-02-RS-TES-TR1_AIRSW-432 14 8 
10.255.3.81 RTSA-01-SP-SPO-LIB 4 1 
10.255.4.9 RJ.RJO.GPK.SW.EX.009 11 9 
172.20.0.50 swac-02-sc-pac-gal 15 5 
172.16.169.154 RTSA-01-RS-VAO-MRU 12 10 
172.16.135.154 RTSA-03-RS-SDD-SLD 10 9 
172.17.44.50 SWAC-02-RS-CAN-CSU-AIRSW-753 14 8 
172.17.30.50 SWAC-04-RS-PAE-PTS 14 8 
10.150.109.9 BCV-PER-01-CR-X670-001.4 2 2 
172.16.200.52 SWAC-01-RS.SMA.JMS-AIRSW-731 12 9 
172.16.42.106 RTSA-01-RS-NPT-NP3-AIRSW-565 12 7 
172.17.16.58 RTSA-01-RS-SIA-SI2 10 8 
172.16.188.82 RTSA-01-RS.SMA.SMA-AIRSW-392 11 0 
172.16.180.146 RTSA-01-RS-SAN-SMA 8 3 
172.16.140.74 rtsa-01-rs-cza-cz2 10 9 
172.17.3.58 rtsa-01-rs-jcs-jcs 11 8 
172.16.51.130 RTSA-01-RS-GAO-GRE 10 8 
172.17.18.58 SWAC-01-RS-SJA-SBSA 11 8 
10.255.4.8 RJ.RJO.PEN.SW.EX.008 8 6 
172.28.22.100 RTPE-01-RJ-RJO-SCR 4 3 
172.16.143.194 RTSA-01-RS-CND-CD1 11 7 
